Q1,Q1_Confident,Q1_Time,Q2,Q2_Confident,Q2_Time,Q3,Q3_Confident,Q3_Time,Q4,Q4_Confident,Q4_Time,Q5,Q5_Confident,Q5_Time,Q6,Q6_Confident,Q6_Time,Q7,Q7_Confident,Q7_Time,Q8,Q8_Confident,Q8_Time,Q9,Q9_Confident,Q9_Time,Q10,Q10_Confident,Q10_Time,Q11,Q11_Confident,Q11_Time,Q12,Q12_Confident,Q12_Time,Q13,Q13_Confident,Q13_Time,Q14,Q14_Confident,Q14_Time,Q15,Q15_Confident,Q15_Time,AT1,AT1_Confident,AT1_Time,TQ1_Confident,TQ2_Identification,TQ3_Comparison,TQ4_GAP,TQ5_OUTLIER,TQ6_SPIKE,Gender,Age,EducationLevel,ExperienceCharts,ExperienceParameters,Likert
0,2,6.486,0,2,22.671,0,2,10.397,0.016485074,2,10.454,0.142640793,3,16.141,0.120634478,2,11.327,0,1,10.111,0,2,5.783,0,2,5.303,0,2,6.279,0,2,4.487,0,2,9.935,0,3,5.727,0,1,5.735,0,2,6.623,1,3,7.743,0,1,0.037879057,1,1,1,Female,2,College degree,familiar,familiar,2
0,3,8.278,0,2,35.371,0,2,23.033,0.275630454,0,35.906,0.198642757,1,14.3,0.09700991,1,23.163,1,2,20.366,0,1,34.152,0,2,20.265,1,2,8.37,0,0,60.529,1,1,27.391,0,0,32.102,1,0,12.966,0,0,24.199,1,3,15.368,0,1,0.037879057,1,1,1,Male,1,College degree,neutral,neutral,1
0.274921371,2,8.305,0,2,40.691,0.129093699,2,6.634,0.079019267,2,18.537,0.440826504,2,26.354,0.325843019,2,9.889,0,2,33.869,0,2,7.259,0,2,8.277,0,2,16.054,0,2,12.974,0,2,12.598,0,2,10.688,0,2,13.289,0,2,25.143,1,3,4.966,2,1,0.037879057,1,1,1,Female,1,Graduate degree,familiar,familiar,2
0.274921371,2,7.001,0,2,3.992,0.129093699,2,4.599,0.280091028,2,8.064,0.205212961,2,12.584,0.264614116,2,10.023,0,2,7.194,0,2,12.311,0,2,9.211,0,2,20.995,0,2,7.665,0,2,9.273,0,2,8.441,0,2,10.502,0,3,7.456,1,3,4.242,2,1,0.037879057,1,1,1,Female,1,Graduate degree,familiar,familiar,2
0.274921371,2,6.155,0,2,5.112,0.129093699,2,4.146,0.079019267,2,5.116,0.205212961,2,8.353,0.515269524,2,6.947,0,2,11.061,0,2,13.436,1,2,8.544,0,2,7.764,0,2,7.36,0,2,7.339,0,2,6.797,0,2,11.051,0,2,17.107,1,3,8.714,2,1,0.037879057,1,1,1,Female,1,College degree,familiar,familiar,2
0.226818683,2,4.312,0,2,5.032,0.129093699,2,3.802,0.280091028,2,14.705,0.440826504,2,4.201,0.264614116,2,3.114,0,2,4.001,0,2,3.958,0,2,6.978,0,2,4.632,0,2,3.646,0,2,3.862,0,2,3.742,0,2,3.82,0,2,4.27,1,2,7.161,2,1,0.037879057,1,1,1,Female,1,College degree,familiar,neutral,2
0,2,4.24,0,2,4.079,0.129093699,2,4.406,0.097153766,2,11.311,0.440826504,2,22.896,0.264614116,2,11.394,0,2,10.185,0,2,6.786,0,2,9.865,0,2,10.818,1,2,11.288,0,2,17.241,0,2,10.176,1,2,11.899,0,2,10.225,1,2,5.73,2,1,0.037879057,1,1,1,Female,1,Graduate degree,neutral,familiar,2
0.226818683,2,10.702,0,3,5.545,0.129093699,2,4.102,0.097153766,2,10.225,0.205212961,2,12.023,0.515269524,2,12.806,0,2,6.24,0,2,6.901,1,2,10.188,0,2,8.738,0,2,10.929,0,2,12.966,0,2,9.883,0,2,17.448,0,2,9.489,1,2,6.787,2,1,0.037879057,1,1,1,Female,1,Graduate degree,familiar,neutral,2
0.226818683,2,9.106,0.110841404,2,6.274,0.129093699,2,13.21,0.079019267,2,94.321,0.440826504,2,7.698,0.264614116,2,6.393,0,2,7.748,0,2,8.569,0,2,10.667,0,2,13.059,0,2,11.193,0,2,6.603,0,2,11.108,1,2,8.251,0,2,17.404,1,3,3.555,2,1,0.037879057,1,1,1,Female,1,Graduate degree,familiar,familiar,2
0.274921371,2,5.729,0,2,4.235,0.129093699,2,4.339,0.280091028,2,8.668,0.205212961,2,5.619,0.264614116,2,5.655,1,2,10.463,0,2,7.05,0,2,11.162,0,2,8.895,0,2,6.607,0,2,6.703,0,2,7.038,0,2,12.918,0,2,19.153,1,3,6.213,2,1,0.037879057,1,1,1,Female,1,College degree,familiar,familiar,2
0.226818683,2,7.92,0.110841404,2,6.434,0.129093699,2,5.114,0.079019267,2,13.219,0.198642757,2,38.913,0.515269524,2,13.667,0,2,26.653,0,2,50.79,0,2,17.288,0,2,17.613,1,2,49.319,0,2,10.967,0,2,11.905,1,2,28.681,0,2,15.624,1,3,3.99,2,1,0.037879057,1,1,1,Female,1,Graduate degree,familiar,familiar,2
0.274921371,2,8.715,0,2,6.621,0.129093699,2,10.829,0.079019267,2,16.635,0.23481636,2,28.628,0.325843019,2,14.516,0,2,13.636,0,2,23.416,0,2,13.182,0,2,13.028,0,2,6.621,0,2,20.117,0,2,5.669,0,2,9.732,0,2,45.123,1,3,5.02,2,1,0.037879057,1,1,1,Female,1,Graduate degree,familiar,familiar,2
0.274921371,2,7.884,0,2,8.604,0.129093699,2,14.205,0.079019267,2,13.381,0.23481636,2,16.07,0.515269524,2,14.462,0,2,30.427,0,2,19.626,0,2,18.878,0,2,29.287,0,2,48.201,0,2,8.022,0,2,54.322,1,2,16.398,0,2,42.33,1,2,14.718,2,1,0.037879057,1,1,1,Female,1,Graduate degree,familiar,familiar,2
0.274921371,2,3.12,0.110841404,2,4.464,0.156974312,2,3.457,0.079019267,2,3.937,0.23481636,3,2.344,0.09700991,2,2.697,0,2,5.243,0,2,3.105,0,2,3.282,0,2,3.266,0,2,3.831,0,2,3.043,0,2,3.505,0,2,4.898,0,2,3.506,1,2,10.161,3,1,0.037879057,1,1,1,Female,1,College degree,familiar,familiar,2
0.226818683,3,6.833,0.456092441,2,6.258,0.156974312,2,13.634,0.259181648,2,4.987,0.198642757,2,3.681,0.09700991,2,4.777,0,2,5.594,0,2,5.411,0,2,4.984,0,2,7.131,0,2,4.675,0,2,12.67,0,2,5.428,0,2,4.074,0,2,5.522,1,2,5.218,3,1,0.037879057,1,1,1,Female,1,College degree,familiar,familiar,2
0.226818683,2,4.233,0,2,5.571,0.156974312,2,2.186,0.259181648,2,3.79,0.23481636,2,3.881,0.09700991,2,2.569,0,2,3.522,0,2,3.754,0,2,4.994,1,2,5.243,0,2,3.966,0,2,5.037,0,2,3.397,0,2,4.56,0,2,3.214,1,2,9.931,3,1,0.037879057,1,1,1,Female,1,College degree,familiar,familiar,2
0,2,10.333,0,2,8.171,0,2,6.467,0.079019267,1,18.732,0.198642757,1,11.546,0.09700991,1,11.073,1,2,32.184,0,0,21.969,0,0,58.936,1,2,13.102,0,1,42.094,0,2,13.963,1,2,15.632,1,2,9.139,1,2,18.407,1,3,4.548,3,1,0.037879057,1,1,1,Male,2,Graduate degree,familiar,familiar,2
0,2,29.179,0,1,20.133,0.156974312,2,42.391,0.097153766,0,11.406,0.198642757,1,20.622,0.09700991,2,11.253,1,1,11.561,0,1,45.437,0,0,63.265,1,3,9.065,0,2,22.552,1,1,15.527,1,1,14.638,1,2,13.217,1,1,25.877,1,3,5.281,2,1,0.037879057,1,1,1,Male,1,College degree,neutral,unfamiliar,2
0,3,20.595,0,2,11.89,0,2,25.702,0.275630454,1,37.901,0.198642757,2,32.158,0.264614116,3,23.527,1,1,32.954,0,0,36.341,0,1,23.53,1,1,18.289,0,0,64.28,1,2,11.895,1,1,42.213,0,0,24.967,0,3,16.771,1,3,5.296,3,0,0.037879057,1,1,1,Male,1,Graduate degree,most familiar,neutral,3
